label,expression
show_payment_history,myjio bill update
show_payment_history,please give me my bill detail
show_payment_history,please give me the details of jio bills which I have paid
show_payment_history,please give me the details of my paid jio bills
show_payment_history,recent paid bill
show_payment_history,see my last bill
show_payment_history,show me my old bill date
show_payment_history,show my bill payment history
show_payment_history,show my payment history
show_payment_history,tell last bill
show_payment_history,tell me my bill payment history
show_payment_history,tell me my payment history
show_payment_history,what is my bill payment history
show_payment_history,what is my bill status
show_payment_history,what is my last bill
show_payment_history,whats my bill status
show_payment_history,whats my recent paid bill
show_payment_history,when did i actually bill
show_payment_settings,can you show me payment settings
show_payment_settings,help me to view my payment settings
show_payment_settings,how can i recharge from myjio using jiomoney
show_payment_settings,how can i recharge from myjio using paytm
show_payment_settings,how can i view my payment settings
show_payment_settings,how to link my jio account with jiomoney for recharge
show_payment_settings,how to link my jio account with paytm for recharge
show_payment_settings,how to link my jiomoney account with myjio
show_payment_settings,how to link my paytm account with myjio
show_payment_settings,how to manage my payment options using myjio
show_payment_settings,how to pay for jio recharge using jiomoney
show_payment_settings,how to pay for jio recharge using paytm
show_payment_settings,i want to recharge jio account using jiomoney
show_payment_settings,i want to recharge jio account using paytm
show_payment_settings,link my jio account with jiomoney
show_payment_settings,link my jio account with paytm
show_payment_settings,show myjio payment setting
show_payment_settings,take me to myjio payment setting
show_payment_settings,take me to payment setting
show_recharge_history,all my recharge details
show_recharge_history,can i see my recharge history
show_recharge_history,can i see my recharge payment history
show_recharge_history,can you please show me my recharge payment history
show_recharge_history,can you show me my today recharge
show_recharge_history,details of my past recharge
show_recharge_history,give me last 6 months recharge
show_recharge_history,hi i have done recharge of 98 it is been successful or not
show_recharge_history,history of myjio recharge payments
show_recharge_history,i am i already recharged to my number but its not updating in this app
show_recharge_history,I have done recharge I am unable to find it What do I do
show_recharge_history,"I have done recharge, I am unable to find it. What do I do"
show_recharge_history,"I have done recharge, I am unable to find it. What do I do?"
show_recharge_history,i have recharged my jio phone but the amount is not reflecting
show_recharge_history,i just recharge 399 on my jio i just want to know is that available on my jio sim
show_recharge_history,i just recharge but my recharge is not going through can you help me with that
show_recharge_history,i want to check whether the recharge was successfully done on the same number
show_recharge_history,i want to know my first recharge
show_recharge_history,i want to know my jio recharge availability
show_recharge_history,i want to see all my recharge payments in myjio
show_recharge_history,i want to see history off my recharge payment
show_recharge_history,i want to see recharge history off my payment
show_recharge_history,is my recharge successful
show_recharge_history,last recharge
show_recharge_history,last recharge date
show_recharge_history,my last recharge
show_recharge_history,my last recharges
show_recharge_history,my previous recharge date
show_recharge_history,my recharge details
show_recharge_history,My recharge is not showing in the recharge
show_recharge_history,My recharge is not showing in the recharge How much time it take to get upated
show_recharge_history,my recharge payment history
show_recharge_history,myjio recharge update
show_recharge_history,please give me my recharge detail
show_recharge_history,please give me the details of jio recharges
show_recharge_history,recent recharge
show_recharge_history,recharge status
show_recharge_history,see my last recharge
show_recharge_history,show me my invoice history
show_recharge_history,show me my old recharge date
show_recharge_history,show my recharge history
show_recharge_history,tell last recharge
show_recharge_history,tell me my recharge history
show_recharge_history,what is my last recharge
show_recharge_history,what is my recharge payment history
show_recharge_history,what is my recharge status
show_recharge_history,whats my recent recharge
show_recharge_history,whats my recharge status
show_recharge_history,when did i actually recharge
show_recharge_history,when was the last time i recharged? When did i recharge?
show_recharge_history,when was the last time i recharged
show_recharge_history,When did i recharge?
show_recharge_history,When did i recharge last
show_sms_usage,can you tell me my message usage
show_sms_usage,can you tell me my sms usage
show_sms_usage,can you tell me my text usage
show_sms_usage,check my jio number sms usage
show_sms_usage,display my sms usage
show_sms_usage,give me usage of sms
show_sms_usage,give my sms usage
show_sms_usage,message usage
show_sms_usage,message usage of my device
show_sms_usage,message usage of my mobile
show_sms_usage,message usage of my phone
show_sms_usage,show me details about my sent sms
show_sms_usage,show me my sms usage
show_sms_usage,show my messages usage
show_sms_usage,show my sms usage
show_sms_usage,show my text usage
show_sms_usage,sms usage of my device
show_sms_usage,sms usage of my mobile
show_sms_usage,sms usage of my phone
show_sms_usage,text usage
show_sms_usage,text usage of my device
show_sms_usage,text usage of my mobile
show_sms_usage,text usage of my phone
show_sms_usage,view my sms usage
show_sms_usage,what is my message usage
show_sms_usage,what is my number message usage
show_sms_usage,what is my number sms usage
show_sms_usage,what is my number text usage
show_sms_usage,what is my sms usage
show_sms_usage,what is my text usage
show_sms_usage,what is the message usage
show_sms_usage,what is the sms usage
show_sms_usage,what is the text usage
show_voice_usage,and last calling history of my number of outgoing calls
show_voice_usage,call history
show_voice_usage,can i get the details of the incoming calls
show_voice_usage,can you tell me my voice usage
